activity_id,user_id,activity_date,activity_type,points_earned
A22049,U2729,2025-12-01,Referral,25
A22050,U0526,2026-03-04,Quest Complete,13
A22051,U0864,2025-02-26,Event Join,47
A22052,U0238,2024-06-29,Quest Complete,44
A22053,U3536,2025-10-15,Message,35
A22054,U2477,2025-04-22,Message,15
A22055,U3450,2025-02-02,Message,23
A22056,U0761,2025-11-05,Message,25
A22057,U4314,2025-04-07,Referral,3
A22058,U1777,2026-02-13,Event Join,33
A22059,U3136,2025-11-22,Quest Complete,37
A22060,U4132,2025-09-15,Message,49
A22061,U3998,2025-02-02,Referral,3
A22062,U0391,2024-01-16,Referral,14
A22063,U0532,2024-12-11,AMA Join,47
A22064,U3335,2026-04-03,Event Join,36
A22065,U4081,2024-09-28,Referral,49
A22066,U1133,2025-08-07,Quest Complete,19
A22067,U0308,2025-06-15,Message,6
A22068,U4478,2025-04-23,AMA Join,37
A22069,U3182,2024-05-17,Referral,14
A22070,U1971,2024-10-20,AMA Join,28
A22071,U3374,2025-05-12,Quest Complete,29
A22072,U0127,2025-07-12,Message,2
A22073,U1873,2026-03-18,Message,6
A22074,U3790,2024-07-15,Quest Complete,46
A22075,U1736,2024-06-13,Referral,2
A22076,U0151,2026-01-06,Message,35
A22077,U0130,2024-10-02,AMA Join,18
A22078,U2365,2025-03-14,Referral,3
A22079,U3577,2024-12-19,Referral,1
A22080,U4590,2025-01-14,Referral,24
A22081,U0366,2024-04-07,AMA Join,6
A22082,U0355,2026-04-20,Message,6
A22083,U2882,2024-06-22,Quest Complete,39
A22084,U4537,2025-07-29,Message,8
A22085,U3977,2025-03-06,AMA Join,7
A22086,U1260,2026-03-26,Message,2
A22087,U4784,2025-03-11,Quest Complete,31
A22088,U4742,2024-11-29,Referral,13
A22089,U3531,2025-10-28,Quest Complete,3
A22090,U4697,2025-11-29,Quest Complete,28
A22091,U0859,2025-09-28,AMA Join,6
A22092,U4961,2025-06-24,Referral,31
A22093,U1110,2026-04-11,Message,13
A22094,U4448,2024-07-20,Quest Complete,43
A22095,U1991,2026-02-15,Message,48
A22096,U3802,2026-01-09,Message,8
A22097,U2440,2024-06-17,Event Join,11
A22098,U4856,2025-03-06,Message,47
A22099,U1417,2025-04-23,AMA Join,38
A22100,U3995,2025-01-13,Message,17
A22101,U3525,2025-07-04,Message,3
A22102,U1284,2025-07-29,Referral,25
A22103,U0005,2024-10-09,Event Join,18
A22104,U2631,2025-04-10,Event Join,38
A22105,U4998,2025-10-25,Referral,41
A22106,U3107,2024-07-18,Referral,3
A22107,U0116,2025-05-02,Event Join,33
A22108,U2673,2024-08-15,Event Join,36
A22109,U2127,2024-11-03,Message,17
A22110,U0063,2024-03-25,Referral,2
A22111,U4574,2024-11-14,Referral,50
A22112,U0733,2025-05-13,AMA Join,43
A22113,U3676,2025-01-31,Message,15
A22114,U3456,2025-02-27,Event Join,20
A22115,U0600,2025-11-05,Message,24
A22116,U0587,2025-04-02,Message,43
A22117,U2574,2026-03-25,Message,7
A22118,U1751,2024-10-14,Event Join,43
A22119,U4788,2024-09-08,Event Join,41
A22120,U4811,2024-08-26,Event Join,40
A22121,U1036,2024-04-15,AMA Join,17
A22122,U0105,2025-06-19,Referral,19
A22123,U0496,2026-03-27,Quest Complete,25
A22124,U0042,2024-06-14,Quest Complete,15
A22125,U0479,2025-08-20,Quest Complete,10
A22126,U4495,2025-03-21,Quest Complete,19
A22127,U2378,2025-08-14,Message,42
A22128,U0238,2024-05-31,Quest Complete,26
A22129,U4087,2024-08-21,Message,19
A22130,U0131,2025-11-07,AMA Join,5
A22131,U2773,2024-03-30,AMA Join,8
A22132,U4157,2024-09-24,Event Join,7
A22133,U1589,2025-01-27,AMA Join,16
A22134,U4127,2024-02-17,Quest Complete,44
A22135,U0065,2026-01-01,Referral,41
A22136,U4536,2026-02-20,Quest Complete,41
A22137,U2881,2025-08-05,AMA Join,41
A22138,U0914,2025-11-27,Event Join,21
A22139,U4791,2024-11-21,Event Join,15
A22140,U4965,2024-10-27,Message,49
A22141,U0569,2025-07-14,AMA Join,13
A22142,U3223,2025-01-30,Quest Complete,16
A22143,U4611,2025-04-04,Referral,1
A22144,U2014,2024-09-16,AMA Join,44
A22145,U4715,2025-10-07,AMA Join,35
A22146,U1252,2025-10-16,AMA Join,33
A22147,U2945,2025-02-26,Event Join,2
A22148,U3108,2026-01-25,Referral,14
A22149,U4670,2026-04-13,Event Join,11
A22150,U3589,2024-08-07,Message,6
A22151,U1295,2026-02-27,Referral,1
A22152,U1915,2025-07-08,Quest Complete,21
A22153,U3365,2024-08-20,Quest Complete,32
A22154,U0930,2025-02-25,Quest Complete,20
A22155,U1779,2024-12-25,Quest Complete,11
A22156,U3328,2026-04-26,Message,25
A22157,U1094,2025-10-02,Referral,3
A22158,U4577,2024-04-22,Message,4
A22159,U4939,2025-03-12,Referral,23
A22160,U1262,2025-09-01,Event Join,1
A22161,U0103,2024-06-28,Message,46
A22162,U0275,2024-08-09,Event Join,43
A22163,U0514,2024-06-18,AMA Join,46
A22164,U4036,2025-01-06,Quest Complete,25
A22165,U0121,2026-01-09,Message,14
A22166,U3628,2025-09-17,Referral,18
A22167,U0944,2025-03-02,Referral,49
A22168,U3675,2026-02-08,Message,1
A22169,U3166,2025-01-04,Quest Complete,12
A22170,U1627,2025-01-26,Event Join,24
A22171,U2489,2025-12-20,Message,12
A22172,U2803,2024-10-24,Quest Complete,32
A22173,U2313,2025-01-25,AMA Join,34
A22174,U2565,2025-02-09,Quest Complete,47
A22175,U1048,2025-07-28,Message,4
A22176,U4576,2026-05-08,Message,5
A22177,U4990,2024-07-04,Event Join,28
A22178,U2599,2025-03-10,Referral,3
A22179,U2666,2025-06-23,Referral,30
A22180,U2727,2025-01-27,Event Join,12
A22181,U4870,2024-12-30,Event Join,21
A22182,U0915,2024-12-18,Referral,45
A22183,U3092,2025-09-04,Message,6
A22184,U0758,2024-12-31,Referral,19
A22185,U3781,2024-09-04,Referral,3
A22186,U1970,2025-04-06,Message,23
A22187,U3924,2025-06-15,AMA Join,19
A22188,U2772,2025-02-26,Event Join,34
A22189,U1149,2025-03-31,Quest Complete,20
A22190,U1754,2024-06-29,Referral,26
A22191,U3037,2024-06-26,Event Join,22
A22192,U4827,2025-10-20,Quest Complete,21
A22193,U2135,2025-04-28,AMA Join,39
A22194,U1122,2025-12-29,AMA Join,25
A22195,U0731,2024-12-21,Message,3
A22196,U4352,2024-07-27,Referral,24
A22197,U2413,2024-12-02,AMA Join,44
A22198,U0552,2026-01-24,Message,24
A22199,U2267,2024-11-01,AMA Join,38
A22200,U2262,2024-09-28,Message,43
A22201,U1908,2024-12-11,Referral,13
A22202,U3063,2025-04-22,Message,31
A22203,U3156,2025-10-18,Referral,46
A22204,U4789,2024-08-01,AMA Join,44
A22205,U1581,2025-12-17,Message,47
A22206,U1382,2025-10-31,Event Join,29
A22207,U2579,2025-12-02,AMA Join,19
A22208,U0098,2024-10-29,AMA Join,45
A22209,U2751,2026-01-19,Quest Complete,48
A22210,U4229,2025-03-05,Event Join,46
A22211,U2780,2026-06-05,Referral,20
A22212,U2117,2025-04-26,AMA Join,9
A22213,U0807,2025-05-21,Quest Complete,5
A22214,U2966,2024-09-23,Quest Complete,48
A22215,U3000,2025-08-25,Referral,50
A22216,U0864,2025-05-25,Message,17
A22217,U3859,2024-10-12,Referral,18
A22218,U4835,2024-07-09,Quest Complete,28
A22219,U3062,2024-11-27,Event Join,22
A22220,U1475,2024-11-17,Quest Complete,2
A22221,U3552,2024-10-13,Quest Complete,24
A22222,U0963,2025-11-08,AMA Join,8
A22223,U3671,2026-03-11,Event Join,3
A22224,U0435,2026-05-04,AMA Join,49
A22225,U1348,2024-07-10,Message,25
A22226,U3368,2024-06-21,Quest Complete,30
A22227,U4749,2024-08-08,AMA Join,32
A22228,U2817,2026-01-21,Quest Complete,26
A22229,U4407,2024-09-09,Event Join,39
A22230,U2881,2025-10-24,Referral,42
A22231,U4324,2024-02-24,AMA Join,37
A22232,U2944,2025-05-27,Quest Complete,39
A22233,U0251,2025-09-27,Referral,36
A22234,U4321,2026-02-17,Message,44
A22235,U1068,2026-04-19,Referral,16
A22236,U2314,2026-04-16,Referral,4
A22237,U0885,2024-08-18,Quest Complete,46
A22238,U1563,2026-01-01,Quest Complete,50
A22239,U2918,2025-07-27,AMA Join,32
A22240,U0611,2024-04-29,Quest Complete,11
A22241,U4470,2025-09-07,Referral,36
A22242,U2346,2025-03-16,Message,25
A22243,U2896,2025-07-20,Message,9
A22244,U1317,2025-10-16,Message,18
A22245,U1195,2026-01-21,Message,24
A22246,U2872,2024-10-30,Event Join,39
A22247,U0227,2025-12-22,AMA Join,9
A22248,U4945,2024-12-12,Referral,37
A22249,U4350,2025-11-06,AMA Join,6
A22250,U0810,2026-01-05,Message,24
A22251,U2825,2025-03-20,Referral,20
A22252,U0965,2026-03-04,Message,23
A22253,U4099,2024-08-29,Message,44
A22254,U2258,2025-08-17,Event Join,31
A22255,U2303,2025-10-03,Event Join,37
A22256,U1573,2026-04-29,Message,33
A22257,U2923,2024-08-19,Event Join,27
A22258,U1300,2026-02-20,Message,29
A22259,U1882,2025-04-03,Message,19
A22260,U1580,2024-08-04,Event Join,35
A22261,U1113,2025-09-26,Quest Complete,21
A22262,U2981,2025-09-08,Event Join,9
A22263,U2125,2025-01-03,Message,9
A22264,U4670,2026-01-20,AMA Join,43
A22265,U0944,2025-04-02,Referral,44
A22266,U2688,2025-08-23,Quest Complete,46
A22267,U0275,2024-10-02,Quest Complete,7
A22268,U1055,2026-01-24,AMA Join,27
A22269,U0303,2024-04-04,Quest Complete,31
A22270,U4015,2025-05-10,AMA Join,11
A22271,U1144,2025-05-16,Message,47
A22272,U1471,2025-12-23,Message,4
A22273,U4780,2025-02-03,Referral,23
A22274,U2123,2024-07-10,Referral,9
A22275,U2737,2025-10-02,AMA Join,15
A22276,U1176,2025-06-04,Event Join,8
A22277,U3330,2024-09-29,Message,8
A22278,U1636,2025-12-29,Message,16
A22279,U0047,2025-11-09,AMA Join,45
A22280,U4897,2024-09-30,Message,48
A22281,U3536,2025-10-30,Quest Complete,28
A22282,U3693,2025-07-06,Event Join,6
A22283,U1307,2025-04-14,AMA Join,20
A22284,U4934,2024-08-10,AMA Join,3
A22285,U0149,2025-12-27,Referral,29
A22286,U1966,2025-07-11,Message,8
A22287,U2910,2024-10-12,Event Join,23
A22288,U1778,2025-01-11,Event Join,33
A22289,U0941,2024-10-20,Message,35
A22290,U1681,2025-05-24,Quest Complete,15
A22291,U4218,2025-11-30,Message,12
A22292,U4024,2025-09-27,Quest Complete,7
A22293,U2368,2024-10-26,Quest Complete,13
A22294,U0596,2024-08-09,Referral,13
A22295,U3112,2025-12-24,Event Join,4
A22296,U4017,2025-04-27,Referral,15
A22297,U4643,2025-01-17,Quest Complete,29
A22298,U4739,2025-09-09,Quest Complete,14
A22299,U0767,2026-01-17,Referral,22
A22300,U2308,2024-05-29,AMA Join,28
A22301,U2977,2024-02-24,Quest Complete,4
A22302,U4857,2026-01-02,Quest Complete,5
A22303,U2505,2025-06-04,Message,36
A22304,U1227,2024-09-16,AMA Join,15
A22305,U2480,2024-04-14,Message,41
A22306,U2799,2024-04-08,Message,38
A22307,U3731,2026-03-03,Quest Complete,46
A22308,U0635,2025-05-13,Referral,45
A22309,U1087,2025-07-26,AMA Join,34
A22310,U3260,2026-02-27,Event Join,10
A22311,U3347,2025-09-08,Message,34
A22312,U2611,2026-02-28,Quest Complete,15
A22313,U2305,2025-05-14,Quest Complete,42
A22314,U0200,2025-05-25,Referral,45
A22315,U0882,2024-12-08,Message,16
A22316,U3901,2024-07-28,Referral,37
A22317,U0048,2024-11-07,Referral,1
A22318,U0367,2024-05-16,Referral,33
A22319,U4943,2025-05-17,Message,40
A22320,U1735,2024-10-18,Message,2
A22321,U2271,2024-06-15,Event Join,50
A22322,U0506,2024-10-14,Event Join,5
A22323,U4084,2024-07-10,Referral,8
A22324,U4063,2024-09-12,AMA Join,39
A22325,U3424,2024-09-28,Message,27
A22326,U2903,2025-09-13,Quest Complete,45
A22327,U2881,2025-07-28,Quest Complete,46
A22328,U1255,2025-07-06,Quest Complete,48
A22329,U1816,2024-08-20,Referral,35
A22330,U3084,2025-11-10,Quest Complete,43
A22331,U4249,2025-07-10,Message,37
A22332,U4685,2025-11-26,Referral,47
A22333,U3307,2024-04-28,Event Join,44
A22334,U4174,2026-05-17,Message,25
A22335,U1858,2025-03-08,Quest Complete,46
A22336,U3469,2026-03-06,AMA Join,16
A22337,U3600,2024-09-04,AMA Join,47
A22338,U1164,2025-01-26,Message,6
A22339,U2619,2026-03-24,Referral,28
A22340,U3316,2025-06-04,Quest Complete,12
A22341,U1124,2025-08-10,Quest Complete,48
A22342,U4673,2025-04-14,Event Join,43
A22343,U4316,2024-06-22,Referral,33
A22344,U4944,2026-01-27,Message,47
A22345,U1226,2026-01-15,Quest Complete,12
A22346,U4592,2025-08-09,Quest Complete,5
A22347,U4822,2026-04-08,Event Join,33
A22348,U4259,2024-05-14,Event Join,9
A22349,U4123,2025-12-19,Message,16
A22350,U2269,2025-10-08,Message,12
A22351,U1052,2024-08-18,Event Join,42
A22352,U3177,2025-02-20,Quest Complete,23
A22353,U4688,2024-11-08,Referral,18
A22354,U1116,2025-04-07,AMA Join,6
A22355,U0052,2024-07-31,Message,22
A22356,U1111,2024-10-16,Event Join,18
A22357,U0482,2024-11-14,Event Join,2
A22358,U2524,2025-10-25,Message,40
A22359,U2057,2026-03-22,Quest Complete,7
A22360,U4766,2025-11-29,Message,36
A22361,U4381,2025-06-21,Message,48
A22362,U4772,2024-08-18,Event Join,50
A22363,U0930,2024-11-24,Message,22
A22364,U0632,2025-09-25,Quest Complete,31
A22365,U3273,2025-02-22,Referral,1
A22366,U0414,2024-12-06,Event Join,20
A22367,U1393,2025-10-22,Quest Complete,3
A22368,U1460,2024-06-10,Event Join,21
A22369,U1645,2024-08-19,Referral,38
A22370,U0628,2026-02-16,AMA Join,32
A22371,U0954,2025-06-27,Event Join,36
A22372,U0954,2025-11-08,Quest Complete,17
A22373,U1020,2025-01-08,AMA Join,13
A22374,U4175,2026-03-21,Quest Complete,21
A22375,U3662,2024-12-01,Event Join,37
A22376,U1415,2024-04-17,Referral,35
A22377,U4942,2025-07-14,Quest Complete,23
A22378,U4895,2026-02-08,Event Join,48
A22379,U2820,2025-09-02,Message,16
A22380,U2258,2025-10-12,AMA Join,25
A22381,U2756,2025-06-10,Event Join,39
A22382,U1144,2025-02-26,AMA Join,50
A22383,U1666,2025-09-11,AMA Join,40
A22384,U2917,2024-04-27,AMA Join,4
A22385,U2226,2025-06-20,Event Join,26
A22386,U4864,2025-10-10,Message,23
A22387,U0350,2025-09-15,Quest Complete,10
A22388,U4686,2025-11-26,Quest Complete,14
A22389,U4466,2024-10-12,AMA Join,1
A22390,U1410,2024-05-18,Quest Complete,17
A22391,U0288,2024-02-27,Quest Complete,27
A22392,U1426,2025-10-09,Event Join,35
A22393,U0651,2024-10-28,AMA Join,40
A22394,U3692,2026-04-11,Event Join,45
A22395,U4479,2025-02-03,Quest Complete,11
A22396,U4899,2025-11-18,Message,4
A22397,U0134,2024-02-21,Message,12
A22398,U2401,2024-06-11,Event Join,6
A22399,U1967,2024-05-07,AMA Join,10
A22400,U4820,2024-03-30,Event Join,14
A22401,U0367,2024-04-13,Event Join,41
A22402,U0201,2025-11-06,Event Join,23
A22403,U2513,2025-06-24,Event Join,48
A22404,U1194,2025-03-30,Message,15
A22405,U1081,2025-04-19,Referral,16
A22406,U2409,2025-04-13,Quest Complete,39
A22407,U3168,2026-01-03,Referral,18
A22408,U0012,2025-12-02,Message,38
A22409,U1721,2024-09-26,AMA Join,47
A22410,U2405,2025-04-25,Quest Complete,21
A22411,U0809,2025-10-26,Event Join,21
A22412,U4895,2026-05-12,Quest Complete,28
A22413,U2181,2026-03-24,Event Join,6
A22414,U1852,2025-02-25,Referral,27
A22415,U0696,2025-09-07,Quest Complete,23
A22416,U0223,2024-04-02,Message,41
A22417,U0763,2024-05-18,Quest Complete,5
A22418,U3503,2025-06-28,Referral,50
A22419,U0328,2024-06-30,AMA Join,50
A22420,U0962,2026-01-05,Referral,32
A22421,U0218,2025-06-30,Quest Complete,39
A22422,U3617,2025-07-24,Event Join,22
A22423,U0518,2024-12-18,Event Join,35
A22424,U1925,2024-09-25,AMA Join,45
A22425,U1689,2025-09-10,Event Join,16
A22426,U1142,2024-11-13,AMA Join,11
A22427,U3132,2025-07-17,Message,45
A22428,U2074,2024-12-12,Referral,32
A22429,U2466,2026-04-20,Event Join,19
A22430,U1851,2024-09-12,AMA Join,38
A22431,U0890,2026-03-13,Referral,14
A22432,U4129,2026-03-16,Quest Complete,12
A22433,U4188,2024-04-25,Event Join,2
A22434,U1951,2025-10-25,Event Join,10
A22435,U4224,2024-07-08,Event Join,23
A22436,U0979,2024-01-21,Message,50
A22437,U0422,2024-12-16,Referral,32
A22438,U4435,2024-09-07,Event Join,12
A22439,U1118,2024-08-21,Message,3
A22440,U1936,2025-09-05,AMA Join,13
A22441,U4549,2025-06-13,Referral,43
A22442,U1910,2026-04-27,Quest Complete,1
A22443,U2585,2024-05-05,Message,32
A22444,U4119,2024-10-18,Message,6
A22445,U1083,2024-02-25,Message,40
A22446,U3415,2026-02-09,Event Join,4
A22447,U2427,2024-07-21,Event Join,9
A22448,U4439,2024-03-25,Event Join,45
A22449,U2925,2025-07-10,Quest Complete,7
A22450,U3450,2025-05-14,Quest Complete,41
A22451,U4009,2026-02-09,Event Join,6
A22452,U1227,2024-08-29,Event Join,50
A22453,U1525,2024-11-28,Referral,46
A22454,U3318,2024-05-07,Event Join,32
A22455,U2715,2025-07-21,Quest Complete,34
A22456,U3941,2025-06-26,Quest Complete,16
A22457,U4266,2025-01-25,Quest Complete,23
A22458,U1825,2025-06-27,Referral,34
A22459,U0566,2026-03-03,Message,4
A22460,U1245,2026-02-16,AMA Join,33
A22461,U4667,2025-07-20,Referral,14
A22462,U2657,2024-02-17,AMA Join,12
A22463,U4061,2024-07-01,Event Join,30
A22464,U0432,2024-06-25,Quest Complete,46
A22465,U1067,2025-04-04,Message,48
A22466,U0122,2025-09-01,AMA Join,20
A22467,U0491,2025-02-17,AMA Join,34
A22468,U4001,2025-05-06,Referral,5
A22469,U4499,2026-01-01,Referral,11
A22470,U0600,2025-12-14,Quest Complete,40
A22471,U2726,2024-12-07,AMA Join,11
A22472,U0444,2024-07-20,Quest Complete,2
A22473,U1857,2025-01-21,Referral,16
A22474,U1984,2024-10-25,Referral,17
A22475,U1554,2025-07-06,Quest Complete,45
A22476,U3607,2025-04-09,Referral,20
A22477,U4713,2026-01-14,AMA Join,50
A22478,U2978,2024-11-01,Event Join,15
A22479,U2596,2024-06-09,Message,43
A22480,U2779,2025-02-26,Quest Complete,27
A22481,U0893,2024-12-26,Event Join,11
A22482,U4604,2025-01-29,AMA Join,47
A22483,U3827,2026-03-13,Referral,36
A22484,U3523,2024-12-10,Message,50
A22485,U0519,2024-03-05,Event Join,19
A22486,U3696,2026-02-12,AMA Join,19
A22487,U1371,2026-03-20,Message,21
A22488,U1958,2025-07-13,Event Join,15
A22489,U0718,2025-06-20,Event Join,43
A22490,U0165,2025-07-08,Referral,11
A22491,U2738,2024-08-22,Referral,25
A22492,U3004,2024-07-18,AMA Join,5
A22493,U3825,2025-09-08,Referral,22
A22494,U2959,2025-01-19,AMA Join,42
A22495,U1627,2024-10-07,Referral,47
A22496,U4120,2025-04-29,Referral,36
A22497,U1067,2025-04-15,Event Join,50
A22498,U0522,2024-02-22,Quest Complete,34
A22499,U2210,2026-02-05,Event Join,16
A22500,U4123,2025-10-23,Event Join,34
A22501,U2573,2025-05-22,Event Join,19
A22502,U1311,2026-02-03,AMA Join,19
A22503,U1685,2025-06-11,Referral,38
A22504,U4770,2025-05-06,Quest Complete,7
A22505,U1190,2025-11-27,Event Join,47
A22506,U4643,2024-10-10,AMA Join,34
A22507,U0210,2024-11-13,AMA Join,4
A22508,U3393,2024-08-17,AMA Join,7
A22509,U2977,2024-01-29,AMA Join,28
A22510,U2812,2025-01-20,Referral,39
A22511,U1144,2025-02-16,Event Join,1
A22512,U3211,2024-07-02,Quest Complete,24
A22513,U0150,2024-04-02,Message,22
A22514,U0826,2025-11-30,Quest Complete,35
A22515,U0505,2024-05-02,AMA Join,50
A22516,U1598,2025-12-05,Event Join,14
A22517,U3946,2025-09-27,Quest Complete,31
A22518,U4801,2025-02-18,Referral,34
A22519,U2998,2026-04-01,Message,10
A22520,U1513,2024-04-24,AMA Join,23
A22521,U0069,2025-01-26,Quest Complete,42
A22522,U3511,2025-05-10,Event Join,26
A22523,U2226,2025-01-28,Event Join,31
A22524,U0812,2025-12-31,Referral,25
A22525,U4926,2025-05-20,AMA Join,17
A22526,U0824,2025-01-30,Referral,12
A22527,U3053,2024-10-17,Quest Complete,31
A22528,U2177,2025-09-29,AMA Join,38
A22529,U2453,2025-01-20,Referral,13
A22530,U3356,2025-04-22,Message,14
A22531,U0390,2025-12-14,Event Join,18
A22532,U0862,2025-02-05,Event Join,32
A22533,U0785,2024-10-07,Message,41
A22534,U4396,2024-03-29,Event Join,10
A22535,U4879,2025-01-08,Quest Complete,17
A22536,U0690,2026-01-06,Event Join,3
A22537,U1332,2024-07-13,Message,24
A22538,U4272,2026-01-28,Message,26
A22539,U4327,2024-07-14,Referral,19
A22540,U3983,2024-07-12,Event Join,34
A22541,U1174,2025-08-19,Message,43
A22542,U0079,2024-11-22,Message,30
A22543,U4124,2025-01-30,Referral,37
A22544,U2839,2025-12-13,Message,34
A22545,U2417,2024-06-19,AMA Join,10
A22546,U4324,2024-03-29,AMA Join,40
A22547,U1102,2025-07-11,AMA Join,41
A22548,U4671,2025-10-03,Event Join,41
A22549,U2263,2025-08-01,Referral,8
A22550,U4820,2024-02-11,Event Join,26
A22551,U3360,2025-07-08,AMA Join,35
A22552,U4127,2024-05-31,Event Join,47
A22553,U3388,2026-01-04,Quest Complete,23
A22554,U1616,2024-07-14,Referral,19
A22555,U2158,2024-07-08,Message,2
A22556,U2919,2025-04-22,Message,18
A22557,U3019,2026-02-21,Quest Complete,37
A22558,U0821,2024-05-17,Event Join,31
A22559,U2811,2024-06-25,AMA Join,50
A22560,U3475,2024-08-07,Quest Complete,37
A22561,U3850,2026-06-11,Quest Complete,19
A22562,U0399,2024-08-08,Referral,47
A22563,U4540,2025-06-23,Message,40
A22564,U0291,2024-03-23,Quest Complete,36
A22565,U3210,2025-04-25,Referral,37
A22566,U2377,2025-05-22,Message,14
A22567,U2001,2025-06-17,Referral,28
A22568,U3114,2024-10-13,AMA Join,27
A22569,U2079,2025-04-16,Message,38
A22570,U0275,2024-09-02,AMA Join,14
A22571,U1484,2025-02-01,Quest Complete,13
A22572,U2796,2025-07-16,Message,49
A22573,U1161,2025-08-26,AMA Join,32
A22574,U2850,2024-12-19,Referral,32
A22575,U1069,2025-07-28,Quest Complete,47
A22576,U3813,2025-10-13,Referral,50
A22577,U0259,2025-07-21,AMA Join,49
A22578,U3668,2024-05-06,Event Join,37
A22579,U4553,2024-11-12,Referral,22
A22580,U3132,2025-06-19,Event Join,12
A22581,U3151,2025-03-17,AMA Join,34
A22582,U2238,2025-02-25,AMA Join,28
A22583,U3348,2025-10-19,Quest Complete,32
A22584,U4591,2026-04-18,Event Join,19
A22585,U4526,2024-10-03,Message,2
A22586,U1864,2025-11-20,AMA Join,25
A22587,U3467,2024-11-18,Event Join,50
A22588,U3729,2024-08-08,Event Join,7
A22589,U3580,2024-11-16,Referral,46
A22590,U2606,2024-10-08,Quest Complete,9
A22591,U3509,2025-05-14,Referral,15
A22592,U4197,2024-12-16,AMA Join,31
A22593,U3546,2024-04-29,Referral,31
A22594,U4800,2024-08-05,Event Join,14
A22595,U2313,2025-03-07,Event Join,6
A22596,U0995,2024-10-03,Message,13
A22597,U2007,2024-04-02,Referral,6
A22598,U1965,2024-04-03,Message,14
A22599,U2289,2024-08-31,AMA Join,12
A22600,U3925,2024-08-08,Message,45
A22601,U0168,2024-06-26,Quest Complete,30
A22602,U1867,2024-12-02,Event Join,28
A22603,U2027,2025-12-17,Referral,25
A22604,U0053,2025-04-20,AMA Join,18
A22605,U3964,2024-11-06,Referral,16
A22606,U1787,2025-09-19,AMA Join,34
A22607,U0553,2024-12-02,Referral,12
A22608,U1137,2024-11-30,Message,15
A22609,U0437,2025-10-19,Referral,15
A22610,U1399,2025-03-31,Quest Complete,21
A22611,U0507,2025-10-11,Referral,1
A22612,U4881,2024-06-21,Event Join,32
A22613,U4073,2024-12-26,Event Join,42
A22614,U1273,2024-12-25,Message,31
A22615,U0042,2024-05-19,Quest Complete,14
A22616,U0775,2024-07-11,Message,45
A22617,U0419,2024-11-22,Quest Complete,47
A22618,U4522,2025-12-24,Message,48
A22619,U2953,2025-05-21,Message,16
A22620,U3609,2026-01-30,Event Join,37
A22621,U3665,2026-01-25,Referral,26
A22622,U2399,2025-10-13,AMA Join,19
A22623,U0007,2024-07-19,AMA Join,48
A22624,U3520,2025-04-05,Event Join,20
A22625,U2357,2024-10-11,Referral,24
A22626,U1706,2026-01-05,Quest Complete,31
A22627,U1962,2024-12-07,Quest Complete,8
A22628,U4763,2025-07-19,Quest Complete,6
A22629,U0505,2024-05-13,Message,14
A22630,U2532,2025-08-11,Event Join,46
A22631,U0070,2024-05-26,Message,38
A22632,U4309,2025-01-27,AMA Join,17
A22633,U0903,2024-11-23,Quest Complete,30
A22634,U1963,2025-09-16,Message,49
A22635,U3556,2025-12-09,Quest Complete,44
A22636,U1790,2025-06-04,Message,23
A22637,U4010,2024-05-05,Referral,40
A22638,U4425,2025-07-18,Message,30
A22639,U4034,2024-06-21,Referral,2
A22640,U4235,2025-04-23,Message,42
A22641,U0520,2026-05-26,Message,25
A22642,U0273,2024-09-24,Event Join,45
A22643,U0424,2026-03-26,Event Join,20
A22644,U3836,2025-01-09,Event Join,27
A22645,U0379,2024-04-03,Message,36
A22646,U0061,2024-08-22,Referral,41
A22647,U2464,2025-06-30,Referral,44
A22648,U3316,2025-03-24,Message,9
A22649,U0187,2025-02-28,Referral,11
A22650,U1069,2025-11-06,Quest Complete,47
A22651,U2286,2026-01-25,Referral,37
A22652,U4585,2024-09-19,Referral,23
A22653,U2753,2025-08-26,AMA Join,37
A22654,U3266,2025-08-03,Referral,50
A22655,U1319,2025-11-10,Message,50
A22656,U3888,2025-08-12,AMA Join,34
A22657,U4090,2025-04-28,Event Join,16
A22658,U1021,2026-01-05,AMA Join,48
A22659,U1862,2025-03-10,Message,20
A22660,U2305,2025-04-09,Message,13
A22661,U3496,2025-02-16,Event Join,15
A22662,U4110,2025-03-31,AMA Join,48
A22663,U1441,2024-05-02,AMA Join,27
A22664,U4696,2025-02-24,Quest Complete,28
A22665,U4770,2025-04-21,AMA Join,29
A22666,U1343,2024-11-03,Quest Complete,4
A22667,U1563,2025-09-27,AMA Join,42
A22668,U0716,2025-06-11,Quest Complete,5
A22669,U2468,2024-12-14,Message,18
A22670,U2857,2024-12-31,Message,30
A22671,U4540,2025-10-06,Referral,29
A22672,U4724,2025-07-03,AMA Join,15
A22673,U1258,2025-01-28,Event Join,17
A22674,U0726,2025-02-24,Event Join,3
A22675,U1928,2024-08-26,AMA Join,31
A22676,U0522,2024-02-11,AMA Join,38
A22677,U1031,2025-07-12,AMA Join,45
A22678,U0628,2026-01-16,AMA Join,5
A22679,U1478,2025-08-22,Referral,1
A22680,U1806,2024-08-05,Referral,17
A22681,U1416,2026-01-15,Referral,40
A22682,U3206,2025-05-28,Referral,12
A22683,U0604,2025-09-08,AMA Join,36
A22684,U2126,2025-12-06,Event Join,10
A22685,U3193,2025-08-28,Referral,36
